IP地址,数据中心,地区,城市,网络延迟
1.0.0.62,SJC,北美洲,圣何塞,155 ms
104.17.17.127,SJC,北美洲,圣何塞,155 ms
172.64.69.31,SJC,北美洲,圣何塞,155 ms
104.16.127.13,LAX,北美洲,洛杉矶,155 ms
1.0.0.22,SJC,北美洲,圣何塞,155 ms
1.1.1.197,SJC,北美洲,圣何塞,155 ms
172.64.144.19,SJC,北美洲,圣何塞,155 ms
155.46.213.156,SJC,北美洲,圣何塞,155 ms
104.17.101.62,SJC,北美洲,圣何塞,155 ms
1.1.1.142,SJC,北美洲,圣何塞,156 ms
1.0.0.255,SJC,北美洲,圣何塞,156 ms
1.1.1.142,SJC,北美洲,圣何塞,156 ms
92.60.74.7,SJC,北美洲,圣何塞,156 ms
45.131.4.24,SJC,北美洲,圣何塞,156 ms
156.225.72.91,SJC,北美洲,圣何塞,156 ms
104.16.168.18,SJC,北美洲,圣何塞,156 ms
104.16.180.121,SJC,北美洲,圣何塞,156 ms
104.16.48.171,SJC,北美洲,圣何塞,156 ms
104.18.125.65,LAX,北美洲,洛杉矶,156 ms
185.238.228.78,SJC,北美洲,圣何塞,156 ms
104.17.5.234,SJC,北美洲,圣何塞,156 ms
104.18.174.242,SJC,北美洲,圣何塞,156 ms
104.17.228.88,SJC,北美洲,圣何塞,156 ms
172.64.86.181,SJC,北美洲,圣何塞,156 ms
104.18.29.98,HKG,亚太地区,香港,156 ms
104.17.201.71,SJC,北美洲,圣何塞,156 ms
104.19.209.73,SJC,北美洲,圣何塞,156 ms
172.67.16.103,HKG,亚太地区,香港,156 ms
198.41.207.21,SJC,北美洲,圣何塞,156 ms
104.16.7.101,SJC,北美洲,圣何塞,156 ms
104.19.162.189,SJC,北美洲,圣何塞,156 ms
104.16.17.111,SJC,北美洲,圣何塞,156 ms
104.19.253.26,LAX,北美洲,洛杉矶,156 ms
141.101.120.6,SJC,北美洲,圣何塞,156 ms
185.170.166.164,SJC,北美洲,圣何塞,156 ms
104.18.67.240,SJC,北美洲,圣何塞,156 ms
104.18.160.81,SJC,北美洲,圣何塞,156 ms
154.197.64.232,SJC,北美洲,圣何塞,156 ms
104.17.0.72,SJC,北美洲,圣何塞,156 ms
104.18.113.129,LAX,北美洲,洛杉矶,156 ms
104.16.167.204,SJC,北美洲,圣何塞,156 ms
104.19.108.0,SJC,北美洲,圣何塞,156 ms
31.22.116.4,SJC,北美洲,圣何塞,156 ms
104.18.213.12,SJC,北美洲,圣何塞,156 ms
104.17.144.144,SJC,北美洲,圣何塞,156 ms
162.159.6.149,SJC,北美洲,圣何塞,156 ms
104.16.26.140,SJC,北美洲,圣何塞,156 ms
104.18.86.89,SJC,北美洲,圣何塞,156 ms
1.0.0.88,SJC,北美洲,圣何塞,156 ms
104.16.178.132,SJC,北美洲,圣何塞,156 ms
172.67.18.125,HKG,亚太地区,香港,156 ms
104.17.188.123,SJC,北美洲,圣何塞,156 ms
104.17.23.103,SJC,北美洲,圣何塞,156 ms
104.18.99.71,SJC,北美洲,圣何塞,156 ms
104.17.154.142,SJC,北美洲,圣何塞,156 ms
104.17.107.170,SJC,北美洲,圣何塞,156 ms
104.17.203.154,SJC,北美洲,圣何塞,156 ms
104.16.101.113,SJC,北美洲,圣何塞,156 ms
104.19.166.26,SJC,北美洲,圣何塞,156 ms
104.19.255.81,LAX,北美洲,洛杉矶,156 ms
1.0.0.103,SJC,北美洲,圣何塞,156 ms
1.0.0.51,SJC,北美洲,圣何塞,156 ms
104.16.150.189,SJC,北美洲,圣何塞,156 ms
104.19.216.28,SJC,北美洲,圣何塞,156 ms
172.64.157.228,SJC,北美洲,圣何塞,156 ms
104.19.192.179,SJC,北美洲,圣何塞,156 ms
1.0.0.217,SJC,北美洲,圣何塞,156 ms
1.0.0.163,SJC,北美洲,圣何塞,156 ms
104.19.254.163,LAX,北美洲,洛杉矶,156 ms
1.1.1.224,SJC,北美洲,圣何塞,156 ms
172.67.19.183,HKG,亚太地区,香港,156 ms
1.1.1.99,SJC,北美洲,圣何塞,156 ms
104.18.162.205,SJC,北美洲,圣何塞,156 ms
156.238.19.66,SJC,北美洲,圣何塞,156 ms
1.1.1.180,SJC,北美洲,圣何塞,156 ms
104.16.254.125,SJC,北美洲,圣何塞,156 ms
104.17.173.190,SJC,北美洲,圣何塞,156 ms
104.19.186.137,SJC,北美洲,圣何塞,156 ms
104.18.143.28,SJC,北美洲,圣何塞,156 ms
1.1.1.135,SJC,北美洲,圣何塞,156 ms
172.67.32.122,HKG,亚太地区,香港,156 ms
104.16.24.109,SJC,北美洲,圣何塞,156 ms
104.16.36.179,HKG,亚太地区,香港,156 ms
104.16.51.175,SJC,北美洲,圣何塞,156 ms
172.67.40.254,HKG,亚太地区,香港,156 ms
1.1.1.35,SJC,北美洲,圣何塞,156 ms
104.18.155.126,SJC,北美洲,圣何塞,156 ms
104.19.244.172,LAX,北美洲,洛杉矶,156 ms
1.1.1.163,SJC,北美洲,圣何塞,156 ms
170.114.46.63,SJC,北美洲,圣何塞,156 ms
104.17.237.106,SJC,北美洲,圣何塞,156 ms
1.1.1.177,SJC,北美洲,圣何塞,156 ms
104.19.171.198,SJC,北美洲,圣何塞,156 ms
1.1.1.58,SJC,北美洲,圣何塞,156 ms
1.1.1.220,SJC,北美洲,圣何塞,156 ms
1.1.1.77,SJC,北美洲,圣何塞,156 ms
104.18.77.143,SJC,北美洲,圣何塞,156 ms
1.1.1.237,SJC,北美洲,圣何塞,156 ms
104.16.245.82,SJC,北美洲,圣何塞,156 ms
104.18.106.5,SJC,北美洲,圣何塞,156 ms
89.116.161.217,SJC,北美洲,圣何塞,156 ms
104.18.66.140,SJC,北美洲,圣何塞,156 ms
104.17.81.69,SJC,北美洲,圣何塞,156 ms
104.19.195.169,SJC,北美洲,圣何塞,156 ms
104.17.50.71,SJC,北美洲,圣何塞,156 ms
1.0.0.27,SJC,北美洲,圣何塞,156 ms
162.159.38.212,LAX,北美洲,洛杉矶,156 ms
104.17.153.116,SJC,北美洲,圣何塞,156 ms
104.19.56.38,SJC,北美洲,圣何塞,156 ms
1.1.1.96,SJC,北美洲,圣何塞,156 ms
141.101.121.192,SJC,北美洲,圣何塞,156 ms
104.16.83.116,SJC,北美洲,圣何塞,156 ms
104.17.75.3,HKG,亚太地区,香港,156 ms
23.227.38.222,SJC,北美洲,圣何塞,156 ms
104.17.90.238,SJC,北美洲,圣何塞,156 ms
104.17.161.235,SJC,北美洲,圣何塞,156 ms
1.1.1.78,SJC,北美洲,圣何塞,156 ms
1.0.0.125,SJC,北美洲,圣何塞,156 ms
104.17.206.188,SJC,北美洲,圣何塞,156 ms
1.0.0.131,SJC,北美洲,圣何塞,156 ms
1.0.0.104,SJC,北美洲,圣何塞,156 ms
1.1.1.3,SJC,北美洲,圣何塞,156 ms
172.66.44.86,SJC,北美洲,圣何塞,156 ms
104.16.61.215,SJC,北美洲,圣何塞,156 ms
104.16.63.213,SJC,北美洲,圣何塞,156 ms
1.0.0.82,SJC,北美洲,圣何塞,156 ms
104.18.110.167,SJC,北美洲,圣何塞,156 ms
104.16.122.27,LAX,北美洲,洛杉矶,156 ms
104.16.141.166,SJC,北美洲,圣何塞,156 ms
1.1.1.17,SJC,北美洲,圣何塞,156 ms
103.21.244.111,SJC,北美洲,圣何塞,156 ms
172.83.72.135,SJC,北美洲,圣何塞,156 ms
104.18.231.78,SJC,北美洲,圣何塞,156 ms
1.0.0.59,SJC,北美洲,圣何塞,156 ms
104.16.170.84,SJC,北美洲,圣何塞,156 ms
198.41.194.225,SJC,北美洲,圣何塞,156 ms
104.19.144.203,SJC,北美洲,圣何塞,157 ms
1.0.0.156,SJC,北美洲,圣何塞,157 ms
103.172.111.196,SJC,北美洲,圣何塞,157 ms
104.19.156.6,SJC,北美洲,圣何塞,157 ms
188.42.145.60,SJC,北美洲,圣何塞,157 ms
104.17.40.8,SJC,北美洲,圣何塞,157 ms
1.1.1.119,SJC,北美洲,圣何塞,157 ms
104.17.36.231,SJC,北美洲,圣何塞,157 ms
1.1.1.91,SJC,北美洲,圣何塞,157 ms
104.19.208.184,SJC,北美洲,圣何塞,157 ms
1.0.0.50,SJC,北美洲,圣何塞,157 ms
104.16.50.24,SJC,北美洲,圣何塞,157 ms
104.17.84.200,SJC,北美洲,圣何塞,157 ms
104.17.83.61,SJC,北美洲,圣何塞,157 ms
104.16.58.181,SJC,北美洲,圣何塞,157 ms
104.17.13.144,SJC,北美洲,圣何塞,157 ms
104.18.132.167,SJC,北美洲,圣何塞,157 ms
104.19.72.138,SJC,北美洲,圣何塞,157 ms
185.193.29.144,SJC,北美洲,圣何塞,157 ms
104.18.62.153,SJC,北美洲,圣何塞,157 ms
1.1.1.149,SJC,北美洲,圣何塞,157 ms
104.17.123.200,SJC,北美洲,圣何塞,157 ms
45.80.111.252,SJC,北美洲,圣何塞,157 ms
104.16.74.215,SJC,北美洲,圣何塞,157 ms
173.245.58.195,SJC,北美洲,圣何塞,157 ms
172.64.231.91,SJC,北美洲,圣何塞,157 ms
104.18.124.175,LAX,北美洲,洛杉矶,157 ms
104.22.51.29,HKG,亚太地区,香港,157 ms
104.16.231.3,SJC,北美洲,圣何塞,157 ms
162.159.246.209,LAX,北美洲,洛杉矶,157 ms
162.159.39.108,LAX,北美洲,洛杉矶,157 ms
159.246.55.113,SJC,北美洲,圣何塞,157 ms
104.21.236.116,LAX,北美洲,洛杉矶,157 ms
104.17.52.41,SJC,北美洲,圣何塞,157 ms
1.0.0.217,SJC,北美洲,圣何塞,157 ms
172.67.31.224,HKG,亚太地区,香港,157 ms
172.67.30.10,HKG,亚太地区,香港,157 ms
185.176.24.217,SJC,北美洲,圣何塞,157 ms
104.18.154.215,SJC,北美洲,圣何塞,157 ms
104.19.25.151,SJC,北美洲,圣何塞,157 ms
1.0.0.91,SJC,北美洲,圣何塞,157 ms
104.19.249.105,LAX,北美洲,洛杉矶,157 ms
104.19.250.147,LAX,北美洲,洛杉矶,157 ms
104.18.223.224,SJC,北美洲,圣何塞,157 ms
1.1.1.236,SJC,北美洲,圣何塞,157 ms
1.1.1.156,SJC,北美洲,圣何塞,157 ms
104.17.120.64,SJC,北美洲,圣何塞,157 ms
104.22.24.154,HKG,亚太地区,香港,157 ms
104.17.91.101,SJC,北美洲,圣何塞,157 ms
1.1.1.233,SJC,北美洲,圣何塞,157 ms
104.17.54.111,SJC,北美洲,圣何塞,157 ms
104.19.141.79,LAX,北美洲,洛杉矶,157 ms
104.17.140.97,HKG,亚太地区,香港,157 ms
104.17.187.76,SJC,北美洲,圣何塞,157 ms
1.0.0.200,SJC,北美洲,圣何塞,157 ms
104.16.133.204,SJC,北美洲,圣何塞,157 ms
104.18.221.104,SJC,北美洲,圣何塞,157 ms
104.16.214.209,HKG,亚太地区,香港,157 ms
104.17.67.96,HKG,亚太地区,香港,157 ms
1.0.0.23,SJC,北美洲,圣何塞,157 ms
1.0.0.242,SJC,北美洲,圣何塞,157 ms
104.17.132.187,HKG,亚太地区,香港,157 ms
104.16.136.217,SJC,北美洲,圣何塞,157 ms
162.159.60.17,SJC,北美洲,圣何塞,157 ms
104.19.61.239,SJC,北美洲,圣何塞,157 ms
162.159.21.40,SJC,北美洲,圣何塞,157 ms
104.16.222.201,HKG,亚太地区,香港,157 ms
1.0.0.250,SJC,北美洲,圣何塞,157 ms
190.93.244.115,SJC,北美洲,圣何塞,157 ms
104.18.116.81,LAX,北美洲,洛杉矶,157 ms
104.31.16.126,SJC,北美洲,圣何塞,157 ms
1.1.1.186,SJC,北美洲,圣何塞,157 ms
104.18.24.206,HKG,亚太地区,香港,157 ms
104.17.71.16,HKG,亚太地区,香港,157 ms
172.67.29.226,HKG,亚太地区,香港,157 ms
1.0.0.91,SJC,北美洲,圣何塞,157 ms
104.17.41.163,SJC,北美洲,圣何塞,157 ms
185.146.173.93,SJC,北美洲,圣何塞,157 ms
104.18.81.202,SJC,北美洲,圣何塞,157 ms
1.1.1.215,SJC,北美洲,圣何塞,157 ms
1.1.1.223,SJC,北美洲,圣何塞,157 ms
1.0.0.23,SJC,北美洲,圣何塞,157 ms
195.245.221.127,SJC,北美洲,圣何塞,157 ms
162.159.129.222,SJC,北美洲,圣何塞,157 ms
104.21.238.201,LAX,北美洲,洛杉矶,157 ms
172.67.44.204,HKG,亚太地区,香港,157 ms
104.19.252.151,LAX,北美洲,洛杉矶,157 ms
104.16.23.86,SJC,北美洲,圣何塞,157 ms
104.16.117.63,LAX,北美洲,洛杉矶,157 ms
172.64.40.203,LAX,北美洲,洛杉矶,157 ms
104.18.134.240,SJC,北美洲,圣何塞,157 ms
1.0.0.190,SJC,北美洲,圣何塞,157 ms
104.17.176.121,SJC,北美洲,圣何塞,157 ms
104.16.120.164,LAX,北美洲,洛杉矶,157 ms
162.159.240.91,LAX,北美洲,洛杉矶,157 ms
104.18.196.143,SJC,北美洲,圣何塞,157 ms
104.18.222.178,SJC,北美洲,圣何塞,157 ms
102.177.176.6,SJC,北美洲,圣何塞,157 ms
104.16.114.100,LAX,北美洲,洛杉矶,157 ms
104.16.211.178,HKG,亚太地区,香港,158 ms
104.16.212.134,HKG,亚太地区,香港,158 ms
104.16.210.177,HKG,亚太地区,香港,158 ms
104.19.55.214,SJC,北美洲,圣何塞,158 ms
104.16.194.154,SJC,北美洲,圣何塞,158 ms
104.16.55.44,SJC,北美洲,圣何塞,158 ms
45.80.108.60,SJC,北美洲,圣何塞,158 ms
1.0.0.133,SJC,北美洲,圣何塞,158 ms
1.0.0.79,SJC,北美洲,圣何塞,158 ms
1.0.0.102,SJC,北美洲,圣何塞,158 ms
1.1.1.178,SJC,北美洲,圣何塞,158 ms
1.0.0.31,SJC,北美洲,圣何塞,158 ms
1.0.0.58,SJC,北美洲,圣何塞,158 ms
1.1.1.13,SJC,北美洲,圣何塞,158 ms
188.42.88.96,SJC,北美洲,圣何塞,158 ms
172.66.47.215,SJC,北美洲,圣何塞,158 ms
104.18.119.105,LAX,北美洲,洛杉矶,158 ms
172.64.152.31,SJC,北美洲,圣何塞,158 ms
104.16.121.47,LAX,北美洲,洛杉矶,158 ms
104.19.168.215,SJC,北美洲,圣何塞,158 ms
104.19.43.106,SJC,北美洲,圣何塞,158 ms
1.1.1.118,SJC,北美洲,圣何塞,158 ms
104.19.238.71,SJC,北美洲,圣何塞,158 ms
194.53.53.126,SJC,北美洲,圣何塞,158 ms
1.1.1.190,SJC,北美洲,圣何塞,158 ms
104.17.10.28,SJC,北美洲,圣何塞,158 ms
104.19.151.86,SJC,北美洲,圣何塞,158 ms
1.0.0.160,SJC,北美洲,圣何塞,158 ms
1.1.1.175,SJC,北美洲,圣何塞,158 ms
172.65.252.51,SJC,北美洲,圣何塞,158 ms
162.159.4.243,SJC,北美洲,圣何塞,158 ms
172.64.105.104,SJC,北美洲,圣何塞,158 ms
104.19.185.41,SJC,北美洲,圣何塞,158 ms
104.16.38.65,HKG,亚太地区,香港,158 ms
104.16.40.119,HKG,亚太地区,香港,158 ms
1.1.1.47,SJC,北美洲,圣何塞,158 ms
1.0.0.53,SJC,北美洲,圣何塞,158 ms
104.18.168.59,SJC,北美洲,圣何塞,158 ms
104.17.94.226,SJC,北美洲,圣何塞,158 ms
154.202.89.250,SJC,北美洲,圣何塞,158 ms
172.64.80.156,SJC,北美洲,圣何塞,158 ms
172.64.92.54,SJC,北美洲,圣何塞,158 ms
104.16.169.77,SJC,北美洲,圣何塞,158 ms
141.193.213.159,SJC,北美洲,圣何塞,158 ms
1.1.1.187,SJC,北美洲,圣何塞,158 ms
1.0.0.27,SJC,北美洲,圣何塞,158 ms
204.93.210.39,SJC,北美洲,圣何塞,158 ms
1.0.0.16,SJC,北美洲,圣何塞,158 ms
172.64.146.136,HKG,亚太地区,香港,158 ms
162.159.7.225,SJC,北美洲,圣何塞,158 ms
104.16.96.202,SJC,北美洲,圣何塞,158 ms
1.1.1.149,SJC,北美洲,圣何塞,158 ms
162.159.44.17,LAX,北美洲,洛杉矶,158 ms
172.64.150.121,SJC,北美洲,圣何塞,158 ms
1.0.0.107,SJC,北美洲,圣何塞,158 ms
1.0.0.156,SJC,北美洲,圣何塞,158 ms
1.0.0.138,SJC,北美洲,圣何塞,158 ms
1.0.0.71,SJC,北美洲,圣何塞,158 ms
104.17.69.157,HKG,亚太地区,香港,158 ms
1.0.0.59,SJC,北美洲,圣何塞,158 ms
1.1.1.200,SJC,北美洲,圣何塞,158 ms
104.21.224.10,LAX,北美洲,洛杉矶,158 ms
104.16.213.62,HKG,亚太地区,香港,158 ms
104.16.219.236,HKG,亚太地区,香港,158 ms
1.1.1.70,SJC,北美洲,圣何塞,158 ms
104.19.49.232,SJC,北美洲,圣何塞,158 ms
1.0.0.178,SJC,北美洲,圣何塞,158 ms
172.66.46.58,SJC,北美洲,圣何塞,158 ms
104.17.79.110,HKG,亚太地区,香港,158 ms
104.19.97.228,SJC,北美洲,圣何塞,158 ms
104.18.220.115,SJC,北美洲,圣何塞,158 ms
108.162.196.208,SJC,北美洲,圣何塞,158 ms
1.0.0.47,SJC,北美洲,圣何塞,158 ms
172.64.102.118,SJC,北美洲,圣何塞,158 ms
104.17.85.144,SJC,北美洲,圣何塞,158 ms
104.17.200.80,SJC,北美洲,圣何塞,158 ms
104.16.233.175,SJC,北美洲,圣何塞,158 ms
104.16.13.191,SJC,北美洲,圣何塞,158 ms
162.159.245.222,LAX,北美洲,洛杉矶,158 ms
104.18.95.131,SJC,北美洲,圣何塞,158 ms
104.16.67.196,SJC,北美洲,圣何塞,158 ms
162.159.62.45,SJC,北美洲,圣何塞,158 ms
104.16.119.49,LAX,北美洲,洛杉矶,158 ms
104.19.57.24,SJC,北美洲,圣何塞,158 ms
104.21.225.122,LAX,北美洲,洛杉矶,158 ms
1.1.1.115,SJC,北美洲,圣何塞,158 ms
104.19.127.62,SJC,北美洲,圣何塞,158 ms
1.1.1.4,SJC,北美洲,圣何塞,158 ms
104.19.129.144,LAX,北美洲,洛杉矶,158 ms
1.0.0.208,SJC,北美洲,圣何塞,158 ms
104.17.135.69,HKG,亚太地区,香港,158 ms
162.159.41.195,SJC,北美洲,圣何塞,158 ms
89.116.180.254,SJC,北美洲,圣何塞,158 ms
104.17.133.206,HKG,亚太地区,香港,159 ms
1.1.1.231,SJC,北美洲,圣何塞,159 ms
104.18.114.43,LAX,北美洲,洛杉矶,159 ms
104.18.122.151,LAX,北美洲,洛杉矶,159 ms
1.0.0.162,SJC,北美洲,圣何塞,159 ms
92.53.188.115,SJC,北美洲,圣何塞,159 ms
104.16.115.116,LAX,北美洲,洛杉矶,159 ms
172.67.23.7,HKG,亚太地区,香港,159 ms
104.18.182.237,SJC,北美洲,圣何塞,159 ms
104.19.236.44,SJC,北美洲,圣何塞,159 ms
104.18.16.150,HKG,亚太地区,香港,159 ms
1.1.1.70,SJC,北美洲,圣何塞,159 ms
172.67.36.217,HKG,亚太地区,香港,159 ms
104.21.233.9,LAX,北美洲,洛杉矶,159 ms
1.1.1.39,SJC,北美洲,圣何塞,159 ms
1.0.0.16,SJC,北美洲,圣何塞,159 ms
104.17.235.132,SJC,北美洲,圣何塞,159 ms
1.0.0.62,SJC,北美洲,圣何塞,159 ms
45.142.120.237,SJC,北美洲,圣何塞,159 ms
104.17.225.123,SJC,北美洲,圣何塞,159 ms
1.1.1.172,SJC,北美洲,圣何塞,159 ms
209.46.30.20,SJC,北美洲,圣何塞,159 ms
1.0.0.81,SJC,北美洲,圣何塞,159 ms
104.17.244.197,SJC,北美洲,圣何塞,159 ms
140.99.233.129,SJC,北美洲,圣何塞,159 ms
104.19.215.166,SJC,北美洲,圣何塞,159 ms
104.18.202.29,SJC,北美洲,圣何塞,159 ms
104.16.43.73,HKG,亚太地区,香港,159 ms
1.1.1.164,SJC,北美洲,圣何塞,159 ms
198.41.222.38,SJC,北美洲,圣何塞,159 ms
1.1.1.57,SJC,北美洲,圣何塞,159 ms
104.16.72.164,SJC,北美洲,圣何塞,159 ms
1.0.0.46,SJC,北美洲,圣何塞,159 ms
1.0.0.116,SJC,北美洲,圣何塞,159 ms
1.0.0.157,SJC,北美洲,圣何塞,159 ms
1.0.0.70,SJC,北美洲,圣何塞,159 ms
45.159.217.99,SJC,北美洲,圣何塞,159 ms
172.67.28.74,HKG,亚太地区,香港,159 ms
1.0.0.221,SJC,北美洲,圣何塞,159 ms
172.64.49.3,SJC,北美洲,圣何塞,159 ms
162.159.61.171,SJC,北美洲,圣何塞,159 ms
89.47.57.206,SJC,北美洲,圣何塞,159 ms
1.0.0.197,SJC,北美洲,圣何塞,159 ms
104.18.245.22,SJC,北美洲,圣何塞,159 ms
1.1.1.239,SJC,北美洲,圣何塞,159 ms
104.18.194.172,SJC,北美洲,圣何塞,159 ms
104.17.58.132,SJC,北美洲,圣何塞,159 ms
172.64.154.36,HKG,亚太地区,香港,159 ms
172.64.155.179,SJC,北美洲,圣何塞,159 ms
1.0.0.228,SJC,北美洲,圣何塞,159 ms
104.17.18.241,SJC,北美洲,圣何塞,159 ms
104.17.128.68,HKG,亚太地区,香港,159 ms
104.16.218.123,HKG,亚太地区,香港,159 ms
1.0.0.77,SJC,北美洲,圣何塞,159 ms
104.17.208.151,SJC,北美洲,圣何塞,159 ms
104.18.90.116,SJC,北美洲,圣何塞,159 ms
104.16.32.169,HKG,亚太地区,香港,159 ms
104.19.138.185,LAX,北美洲,洛杉矶,159 ms
104.17.68.135,HKG,亚太地区,香港,159 ms
104.16.45.177,HKG,亚太地区,香港,159 ms
172.64.135.120,SJC,北美洲,圣何塞,159 ms
162.159.243.174,LAX,北美洲,洛杉矶,159 ms
172.67.26.112,HKG,亚太地区,香港,159 ms
104.18.128.116,SJC,北美洲,圣何塞,159 ms
104.19.143.95,LAX,北美洲,洛杉矶,159 ms
104.16.123.62,LAX,北美洲,洛杉矶,159 ms
172.64.205.22,SJC,北美洲,圣何塞,159 ms
104.17.87.167,SJC,北美洲,圣何塞,159 ms
94.242.229.75,SJC,北美洲,圣何塞,159 ms
104.19.117.231,SJC,北美洲,圣何塞,159 ms
162.159.247.174,LAX,北美洲,洛杉矶,159 ms
104.18.219.57,SJC,北美洲,圣何塞,159 ms
104.22.57.70,HKG,亚太地区,香港,159 ms
1.0.0.125,SJC,北美洲,圣何塞,159 ms
1.0.0.49,SJC,北美洲,圣何塞,159 ms
104.19.246.53,LAX,北美洲,洛杉矶,159 ms
104.17.185.255,SJC,北美洲,圣何塞,159 ms
104.18.115.165,LAX,北美洲,洛杉矶,159 ms
104.17.74.242,HKG,亚太地区,香港,159 ms
104.17.21.160,SJC,北美洲,圣何塞,159 ms
104.18.75.91,SJC,北美洲,圣何塞,159 ms
1.1.1.103,SJC,北美洲,圣何塞,159 ms
104.17.98.109,SJC,北美洲,圣何塞,159 ms
170.114.45.106,SJC,北美洲,圣何塞,159 ms
104.19.134.177,LAX,北美洲,洛杉矶,160 ms
104.17.129.38,HKG,亚太地区,香港,160 ms
104.22.49.241,HKG,亚太地区,香港,160 ms
104.17.110.114,SJC,北美洲,圣何塞,160 ms
1.0.0.102,SJC,北美洲,圣何塞,160 ms
1.0.0.242,SJC,北美洲,圣何塞,160 ms
162.159.254.217,LAX,北美洲,洛杉矶,160 ms
1.1.1.13,SJC,北美洲,圣何塞,160 ms
1.0.0.202,SJC,北美洲,圣何塞,160 ms
104.19.248.194,LAX,北美洲,洛杉矶,160 ms
104.18.20.28,HKG,亚太地区,香港,160 ms
104.16.37.140,HKG,亚太地区,香港,160 ms
1.0.0.223,SJC,北美洲,圣何塞,160 ms
1.0.0.79,SJC,北美洲,圣何塞,160 ms
104.17.191.132,SJC,北美洲,圣何塞,160 ms
104.17.190.12,SJC,北美洲,圣何塞,160 ms
104.19.128.229,LAX,北美洲,洛杉矶,160 ms
1.1.1.138,SJC,北美洲,圣何塞,160 ms
104.17.131.114,HKG,亚太地区,香港,160 ms
104.16.146.229,SJC,北美洲,圣何塞,160 ms
104.17.27.75,SJC,北美洲,圣何塞,160 ms
104.19.136.13,LAX,北美洲,洛杉矶,160 ms
104.17.122.183,SJC,北美洲,圣何塞,160 ms
104.22.22.50,HKG,亚太地区,香港,160 ms
104.17.70.177,HKG,亚太地区,香港,160 ms
104.21.228.248,LAX,北美洲,洛杉矶,160 ms
172.64.153.157,HKG,亚太地区,香港,160 ms
104.18.70.19,SJC,北美洲,圣何塞,160 ms
104.18.181.111,SJC,北美洲,圣何塞,160 ms
104.17.8.81,SJC,北美洲,圣何塞,160 ms
104.22.20.157,HKG,亚太地区,香港,160 ms
104.18.239.209,SJC,北美洲,圣何塞,160 ms
198.41.198.188,SJC,北美洲,圣何塞,160 ms
104.17.42.8,SJC,北美洲,圣何塞,160 ms
1.1.1.169,SJC,北美洲,圣何塞,160 ms
104.18.123.228,LAX,北美洲,洛杉矶,160 ms
104.17.119.180,SJC,北美洲,圣何塞,160 ms
1.0.0.152,SJC,北美洲,圣何塞,160 ms
1.0.0.110,SJC,北美洲,圣何塞,160 ms
104.18.112.219,LAX,北美洲,洛杉矶,160 ms
104.16.28.88,SJC,北美洲,圣何塞,160 ms
104.18.15.244,SJC,北美洲,圣何塞,160 ms
5.182.84.227,SJC,北美洲,圣何塞,160 ms
104.17.145.8,SJC,北美洲,圣何塞,160 ms
104.19.116.231,SJC,北美洲,圣何塞,160 ms
1.0.0.222,SJC,北美洲,圣何塞,160 ms
1.0.0.53,SJC,北美洲,圣何塞,160 ms
1.0.0.122,SJC,北美洲,圣何塞,160 ms
1.0.0.216,SJC,北美洲,圣何塞,160 ms
104.19.130.127,LAX,北美洲,洛杉矶,160 ms
1.0.0.130,SJC,北美洲,圣何塞,160 ms
1.0.0.165,SJC,北美洲,圣何塞,160 ms
104.17.139.108,HKG,亚太地区,香港,160 ms
162.159.140.58,SJC,北美洲,圣何塞,160 ms
172.64.197.188,SJC,北美洲,圣何塞,160 ms
1.0.0.40,SJC,北美洲,圣何塞,160 ms
172.67.34.152,HKG,亚太地区,香港,160 ms
172.67.21.169,HKG,亚太地区,香港,160 ms
1.0.0.249,SJC,北美洲,圣何塞,160 ms
104.19.142.98,LAX,北美洲,洛杉矶,160 ms
104.17.137.75,HKG,亚太地区,香港,160 ms
104.17.138.1,HKG,亚太地区,香港,160 ms
141.101.122.172,SJC,北美洲,圣何塞,160 ms
104.21.239.109,LAX,北美洲,洛杉矶,160 ms
162.159.250.192,LAX,北美洲,洛杉矶,160 ms
162.159.248.82,LAX,北美洲,洛杉矶,160 ms
104.17.25.185,SJC,北美洲,圣何塞,160 ms
172.65.197.41,SJC,北美洲,圣何塞,160 ms
104.16.82.53,SJC,北美洲,圣何塞,160 ms
1.0.0.113,SJC,北美洲,圣何塞,161 ms
104.19.139.4,LAX,北美洲,洛杉矶,161 ms
104.18.126.247,LAX,北美洲,洛杉矶,161 ms
168.100.6.224,SJC,北美洲,圣何塞,161 ms
104.16.33.70,HKG,亚太地区,香港,161 ms
1.0.0.65,SJC,北美洲,圣何塞,161 ms
1.0.0.217,SJC,北美洲,圣何塞,161 ms
1.0.0.218,SJC,北美洲,圣何塞,161 ms
162.159.252.187,LAX,北美洲,洛杉矶,161 ms
104.22.62.187,HKG,亚太地区,香港,161 ms
190.93.246.217,SJC,北美洲,圣何塞,161 ms
104.18.18.131,HKG,亚太地区,香港,161 ms
162.159.133.144,SJC,北美洲,圣何塞,161 ms
104.19.242.104,LAX,北美洲,洛杉矶,161 ms
104.16.118.64,LAX,北美洲,洛杉矶,161 ms
104.17.78.64,HKG,亚太地区,香港,161 ms
162.159.9.92,SJC,北美洲,圣何塞,161 ms
104.16.112.201,LAX,北美洲,洛杉矶,161 ms
104.16.113.32,LAX,北美洲,洛杉矶,161 ms
104.18.250.54,SJC,北美洲,圣何塞,161 ms
